productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,year_month_numeric,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P004,Product 004,202402,454.0,113.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-02-01,2024,202402,3188.86,304.18,1467.0,477.0,122.0,341.0,3.0754716981132075,366.0,261.0,9623.02
P004,Product 004,202403,321.0,133.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-03-01,2024,202403,3753.26,215.07,1492.0,479.0,124.0,188.0,3.11482254697286,372.0,266.0,5305.36
P004,Product 004,202404,197.0,124.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-04-01,2024,202404,3499.28,131.99,1472.0,483.0,123.0,73.0,3.0476190476190474,369.0,264.0,2060.06
P004,Product 004,202405,31.0,166.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-05-01,2024,202405,4684.52,20.77,1543.0,419.0,129.0,-135.0,3.6825775656324584,387.0,276.0,-3809.7
P004,Product 004,202406,703.0,175.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-06-01,2024,202406,4938.5,471.01,1580.0,424.0,132.0,528.0,3.7264150943396226,396.0,283.0,14900.16
P004,Product 004,202407,543.0,160.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-07-01,2024,202407,4515.2,363.81,1623.0,424.0,135.0,383.0,3.827830188679245,405.0,289.0,10808.26
P004,Product 004,202408,443.0,100.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-08-01,2024,202408,2822.0,296.81,1580.0,428.0,132.0,343.0,3.691588785046729,396.0,283.0,9679.46
P004,Product 004,202409,337.0,106.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-09-01,2024,202409,2991.32,225.79,1549.0,435.0,129.0,231.0,3.560919540229885,387.0,276.0,6518.82
P004,Product 004,202410,194.0,143.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-10-01,2024,202410,4035.46,129.98,1581.0,440.0,132.0,51.0,3.5931818181818183,396.0,283.0,1439.22
P004,Product 004,202411,78.0,116.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-11-01,2024,202411,3273.52,52.26,1569.0,379.0,131.0,-38.0,4.139841688654354,393.0,281.0,-1072.36
P004,Product 004,202412,682.0,130.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2024-12-01,2024,202412,3668.6,456.94,1583.0,379.0,132.0,552.0,4.176781002638522,396.0,283.0,15577.439999999999
P004,Product 004,202501,568.0,114.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-01-01,2025,202501,3217.08,380.56,1580.0,379.0,132.0,454.0,4.1688654353562,396.0,283.0,12811.88
P004,Product 004,202502,431.0,137.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-02-01,2025,202502,3866.14,288.77,1604.0,377.0,134.0,294.0,4.254641909814324,402.0,287.0,8296.68
P004,Product 004,202503,285.0,146.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-03-01,2025,202503,4120.12,190.95,1617.0,374.0,135.0,139.0,4.323529411764706,405.0,289.0,3922.58
P004,Product 004,202504,180.0,105.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-04-01,2025,202504,2963.1,120.6,1598.0,373.0,133.0,75.0,4.2841823056300266,399.0,285.0,2116.5
P004,Product 004,202505,56.0,124.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-05-01,2025,202505,3499.28,37.52,1556.0,375.0,130.0,-68.0,4.149333333333334,390.0,279.0,-1918.96
P004,Product 004,202506,692.0,116.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-06-01,2025,202506,3273.52,463.64,1497.0,374.0,125.0,576.0,4.002673796791444,375.0,268.0,16254.72
P004,Product 004,202507,531.0,161.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-07-01,2025,202507,4543.42,355.77,1498.0,373.0,125.0,370.0,4.016085790884718,375.0,268.0,10441.4
P004,Product 004,202508,414.0,117.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-08-01,2025,202508,3301.74,277.38,1515.0,371.0,126.0,297.0,4.083557951482479,378.0,270.0,8381.34
P004,Product 004,202509,278.0,136.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-09-01,2025,202509,3837.92,186.26,1545.0,366.0,129.0,142.0,4.221311475409836,387.0,276.0,4007.24
P004,Product 004,202510,136.0,142.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-10-01,2025,202510,4007.24,91.12,1544.0,361.0,129.0,-6.0,4.2770083102493075,387.0,276.0,-169.32
P004,Product 004,202511,755.0,173.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-11-01,2025,202511,4882.06,505.85,1601.0,417.0,133.0,582.0,3.839328537170264,399.0,285.0,16424.04
P004,Product 004,202512,615.0,140.0,0.67,12,3,1.4,28.22,1024,1920,1693,28897.28,54182.4,47776.46,28.22,2025-12-01,2025,202512,3950.8,412.05,1611.0,412.0,134.0,475.0,3.9101941747572817,402.0,287.0,13404.5
P005,Product 005,202301,100.0,35.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-01-01,2023,202301,2958.9,147.0,,,,65.0,,,,5495.1
P005,Product 005,202302,69.0,31.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-02-01,2023,202302,2620.74,101.43,,,,38.0,,,,3212.5200000000004
P005,Product 005,202303,38.0,31.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-03-01,2023,202303,2620.74,55.86,,,,7.0,,,,591.7800000000001
P005,Product 005,202304,173.0,29.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-04-01,2023,202304,2451.66,254.31,,,,144.0,,,,12173.76
P005,Product 005,202305,143.0,30.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-05-01,2023,202305,2536.2,210.21,,,,113.0,,,,9553.02
P005,Product 005,202306,103.0,40.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-06-01,2023,202306,3381.6,151.41,,,,63.0,,,,5326.02
P005,Product 005,202307,67.0,36.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-07-01,2023,202307,3043.44,98.49,,,,31.0,,,,2620.7400000000002
P005,Product 005,202308,31.0,36.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-08-01,2023,202308,3043.44,45.57,,,,-5.0,,,,-422.70000000000005
P005,Product 005,202309,191.0,29.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-09-01,2023,202309,2451.66,280.77,,,,162.0,,,,13695.480000000001
P005,Product 005,202310,163.0,28.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-10-01,2023,202310,2367.12,239.61,,,,135.0,,,,11412.900000000001
P005,Product 005,202311,124.0,39.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-11-01,2023,202311,3297.06,182.28,,,,85.0,,,,7185.900000000001
P005,Product 005,202312,95.0,29.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2023-12-01,2023,202312,2451.66,139.65,393.0,108.0,33.0,66.0,3.638888888888889,66.0,37.0,5579.64
P005,Product 005,202401,59.0,36.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-01-01,2024,202401,3043.44,86.73,394.0,105.0,33.0,23.0,3.7523809523809524,66.0,37.0,1944.42
P005,Product 005,202402,32.0,27.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-02-01,2024,202402,2282.58,47.04,390.0,102.0,32.0,5.0,3.823529411764706,64.0,36.0,422.70000000000005
P005,Product 005,202403,155.0,33.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-03-01,2024,202403,2789.82,227.85,392.0,111.0,33.0,122.0,3.5315315315315314,66.0,37.0,10313.880000000001
P005,Product 005,202404,124.0,31.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-04-01,2024,202404,2620.74,182.28,394.0,107.0,33.0,93.0,3.682242990654206,66.0,37.0,7862.22
P005,Product 005,202405,94.0,30.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-05-01,2024,202405,2536.2,138.18,394.0,103.0,33.0,64.0,3.825242718446602,66.0,37.0,5410.56
P005,Product 005,202406,56.0,38.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-06-01,2024,202406,3212.52,82.32,392.0,99.0,33.0,18.0,3.95959595959596,66.0,37.0,1521.72
P005,Product 005,202407,30.0,26.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-07-01,2024,202407,2198.04,44.1,382.0,96.0,32.0,4.0,3.9791666666666665,64.0,36.0,338.16
P005,Product 005,202408,151.0,37.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-08-01,2024,202408,3127.98,221.97,383.0,106.0,32.0,114.0,3.6132075471698113,64.0,36.0,9637.560000000001
P005,Product 005,202409,115.0,36.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-09-01,2024,202409,3043.44,169.05,390.0,100.0,32.0,79.0,3.9,64.0,36.0,6678.660000000001
P005,Product 005,202410,84.0,31.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-10-01,2024,202410,2620.74,123.48,393.0,93.0,33.0,53.0,4.225806451612903,66.0,37.0,4480.62
P005,Product 005,202411,48.0,36.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-11-01,2024,202411,3043.44,70.56,390.0,87.0,32.0,12.0,4.482758620689655,64.0,36.0,1014.48
P005,Product 005,202412,19.0,29.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2024-12-01,2024,202412,2451.66,27.93,390.0,81.0,32.0,-10.0,4.814814814814815,64.0,36.0,-845.4000000000001
P005,Product 005,202501,152.0,29.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-01-01,2025,202501,2451.66,223.44,383.0,88.0,32.0,123.0,4.3522727272727275,64.0,36.0,10398.42
P005,Product 005,202502,121.0,31.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-02-01,2025,202502,2620.74,177.87,387.0,96.0,32.0,90.0,4.03125,64.0,36.0,7608.6
P005,Product 005,202503,87.0,34.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-03-01,2025,202503,2874.36,127.89,388.0,90.0,32.0,53.0,4.311111111111111,64.0,36.0,4480.62
P005,Product 005,202504,55.0,32.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-04-01,2025,202504,2705.28,80.85,389.0,84.0,32.0,23.0,4.630952380952381,64.0,36.0,1944.42
P005,Product 005,202505,24.0,31.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-05-01,2025,202505,2620.74,35.28,390.0,78.0,32.0,-7.0,5.0,64.0,36.0,-591.7800000000001
P005,Product 005,202506,159.0,29.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-06-01,2025,202506,2451.66,233.73,381.0,87.0,32.0,130.0,4.379310344827586,64.0,36.0,10990.2
P005,Product 005,202507,121.0,38.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-07-01,2025,202507,3212.52,177.87,393.0,95.0,33.0,83.0,4.136842105263158,66.0,37.0,7016.820000000001
P005,Product 005,202508,91.0,30.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-08-01,2025,202508,2536.2,133.77,386.0,90.0,32.0,61.0,4.288888888888889,64.0,36.0,5156.9400000000005
P005,Product 005,202509,63.0,28.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-09-01,2025,202509,2367.12,92.61,378.0,85.0,32.0,35.0,4.447058823529412,64.0,36.0,2958.9
P005,Product 005,202510,36.0,27.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-10-01,2025,202510,2282.58,52.92,374.0,81.0,31.0,9.0,4.617283950617284,62.0,34.0,760.86
P005,Product 005,202511,150.0,30.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-11-01,2025,202511,2536.2,220.5,368.0,90.0,31.0,120.0,4.088888888888889,62.0,34.0,10144.800000000001
P005,Product 005,202512,124.0,26.0,1.47,12,2,1.8,84.54,333,406,321,28151.82,34323.24,27137.34,84.54,2025-12-01,2025,202512,2198.04,182.28,365.0,99.0,30.0,98.0,3.686868686868687,60.0,33.0,8284.92
P006,Product 006,202301,139.0,27.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-01-01,2023,202301,962.55,123.71,,,,112.0,,,,3992.7999999999997
P006,Product 006,202302,104.0,35.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-02-01,2023,202302,1247.75,92.56,,,,69.0,,,,2459.85
P006,Product 006,202303,57.0,47.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-03-01,2023,202303,1675.55,50.73,,,,10.0,,,,356.5
P006,Product 006,202304,28.0,29.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-04-01,2023,202304,1033.85,24.92,,,,-1.0,,,,-35.65
P006,Product 006,202305,139.0,39.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-05-01,2023,202305,1390.35,123.71,,,,100.0,,,,3565.0
P006,Product 006,202306,105.0,34.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-06-01,2023,202306,1212.1,93.45,,,,71.0,,,,2531.15
P006,Product 006,202307,71.0,34.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-07-01,2023,202307,1212.1,63.19,,,,37.0,,,,1319.05
P006,Product 006,202308,33.0,38.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-08-01,2023,202308,1354.7,29.37,,,,-5.0,,,,-178.25
P006,Product 006,202309,124.0,52.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-09-01,2023,202309,1853.8,110.36,,,,72.0,,,,2566.7999999999997
P006,Product 006,202310,88.0,36.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-10-01,2023,202310,1283.4,78.32,,,,52.0,,,,1853.8
P006,Product 006,202311,27.0,61.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-11-01,2023,202311,2174.65,24.03,,,,-34.0,,,,-1212.1
P006,Product 006,202312,173.0,55.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2023-12-01,2023,202312,1960.75,153.97,487.0,91.0,41.0,118.0,5.351648351648351,123.0,137.0,4206.7
P006,Product 006,202401,112.0,61.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-01-01,2024,202401,2174.65,99.68,521.0,88.0,43.0,51.0,5.920454545454546,129.0,143.0,1818.1499999999999
P006,Product 006,202402,78.0,34.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-02-01,2024,202402,1212.1,69.42,520.0,86.0,43.0,44.0,6.046511627906977,129.0,143.0,1568.6
P006,Product 006,202403,20.0,58.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-03-01,2024,202403,2067.7,17.8,531.0,83.0,44.0,-38.0,6.397590361445783,132.0,147.0,-1354.7
P006,Product 006,202404,189.0,37.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-04-01,2024,202404,1319.05,168.21,539.0,97.0,45.0,152.0,5.556701030927835,135.0,150.0,5418.8
P006,Product 006,202405,125.0,64.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-05-01,2024,202405,2281.6,111.25,564.0,95.0,47.0,61.0,5.936842105263158,141.0,157.0,2174.65
P006,Product 006,202406,63.0,62.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-06-01,2024,202406,2210.3,56.07,592.0,92.0,49.0,1.0,6.434782608695652,147.0,163.0,35.65
P006,Product 006,202407,23.0,40.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-07-01,2024,202407,1426.0,20.47,598.0,88.0,50.0,-17.0,6.795454545454546,150.0,167.0,-606.05
P006,Product 006,202408,202.0,45.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-08-01,2024,202408,1604.25,179.78,605.0,102.0,50.0,157.0,5.931372549019608,150.0,167.0,5597.05
P006,Product 006,202409,38.0,164.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-09-01,2024,202409,5846.6,33.82,717.0,95.0,60.0,-126.0,7.5473684210526315,180.0,200.0,-4491.9
P006,Product 006,202410,353.0,19.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-10-01,2024,202410,677.35,314.17,700.0,117.0,58.0,334.0,5.982905982905983,174.0,193.0,11907.1
P006,Product 006,202411,286.0,67.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-11-01,2024,202411,2388.55,254.54,706.0,138.0,59.0,219.0,5.115942028985507,177.0,197.0,7807.349999999999
P006,Product 006,202412,210.0,76.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2024-12-01,2024,202412,2709.4,186.9,727.0,142.0,61.0,134.0,5.119718309859155,183.0,203.0,4777.099999999999
P006,Product 006,202501,141.0,69.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-01-01,2025,202501,2459.85,125.49,735.0,144.0,61.0,72.0,5.104166666666667,183.0,203.0,2566.7999999999997
P006,Product 006,202502,127.0,14.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-02-01,2025,202502,499.1,113.03,715.0,148.0,60.0,113.0,4.831081081081081,180.0,200.0,4028.45
P006,Product 006,202503,68.0,59.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-03-01,2025,202503,2103.35,60.52,716.0,152.0,60.0,9.0,4.7105263157894735,180.0,200.0,320.84999999999997
P006,Product 006,202504,3.0,65.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-04-01,2025,202504,2317.25,2.67,744.0,137.0,62.0,-62.0,5.430656934306569,186.0,207.0,-2210.2999999999997
P006,Product 006,202505,148.0,41.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-05-01,2025,202505,1461.65,131.72,721.0,138.0,60.0,107.0,5.22463768115942,180.0,200.0,3814.5499999999997
P006,Product 006,202506,83.0,65.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-06-01,2025,202506,2317.25,73.87,724.0,140.0,60.0,18.0,5.171428571428572,180.0,200.0,641.6999999999999
P006,Product 006,202507,40.0,43.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-07-01,2025,202507,1532.95,35.6,727.0,142.0,61.0,-3.0,5.119718309859155,183.0,203.0,-106.94999999999999
P006,Product 006,202508,0.0,40.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-08-01,2025,202508,1426.0,0.0,722.0,125.0,60.0,-40.0,5.776,180.0,200.0,-1426.0
P006,Product 006,202509,225.0,35.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-09-01,2025,202509,1247.75,200.25,593.0,140.0,49.0,190.0,4.235714285714286,147.0,163.0,6773.5
P006,Product 006,202510,156.0,69.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-10-01,2025,202510,2459.85,138.84,643.0,124.0,54.0,87.0,5.185483870967742,162.0,180.0,3101.5499999999997
P006,Product 006,202511,110.0,46.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-11-01,2025,202511,1639.9,97.9,622.0,109.0,52.0,64.0,5.706422018348624,156.0,173.0,2281.6
P006,Product 006,202512,49.0,61.0,0.89,14,3,0.9,35.65,452,748,479,16113.8,26666.2,17076.35,35.65,2025-12-01,2025,202512,2174.65,43.61,607.0,96.0,51.0,-12.0,6.322916666666667,153.0,170.0,-427.79999999999995
P007,Product 007,202301,399.0,91.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-01-01,2023,202301,1392.3,283.29,,,,308.0,,,,4712.400000000001
P007,Product 007,202302,298.0,101.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-02-01,2023,202302,1545.3,211.58,,,,197.0,,,,3014.1000000000004
P007,Product 007,202303,226.0,72.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-03-01,2023,202303,1101.6,160.46,,,,154.0,,,,2356.2000000000003
P007,Product 007,202304,148.0,78.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-04-01,2023,202304,1193.4,105.08,,,,70.0,,,,1071.0
P007,Product 007,202305,91.0,57.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-05-01,2023,202305,872.1,64.61,,,,34.0,,,,520.2
P007,Product 007,202306,17.0,74.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-06-01,2023,202306,1132.2,12.07,,,,-57.0,,,,-872.1
P007,Product 007,202307,506.0,72.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-07-01,2023,202307,1101.6,359.26,,,,434.0,,,,6640.200000000001
P007,Product 007,202308,436.0,70.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-08-01,2023,202308,1071.0,309.56,,,,366.0,,,,5599.8
P007,Product 007,202309,348.0,88.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-09-01,2023,202309,1346.4,247.08,,,,260.0,,,,3978.0
P007,Product 007,202310,289.0,59.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-10-01,2023,202310,902.7,205.19,,,,230.0,,,,3519.0
P007,Product 007,202311,218.0,71.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-11-01,2023,202311,1086.3,154.78,,,,147.0,,,,2249.1
P007,Product 007,202312,127.0,91.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2023-12-01,2023,202312,1392.3,90.17,924.0,259.0,77.0,36.0,3.5675675675675675,231.0,385.0,550.8000000000001
P007,Product 007,202401,47.0,80.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-01-01,2024,202401,1224.0,33.37,913.0,229.0,76.0,-33.0,3.986899563318777,228.0,380.0,-504.90000000000003
P007,Product 007,202402,608.0,89.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-02-01,2024,202402,1361.7,431.68,901.0,255.0,75.0,519.0,3.533333333333333,225.0,375.0,7940.700000000001
P007,Product 007,202403,528.0,80.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-03-01,2024,202403,1224.0,374.88,909.0,280.0,76.0,448.0,3.2464285714285714,228.0,380.0,6854.400000000001
P007,Product 007,202404,481.0,47.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-04-01,2024,202404,719.1,341.51,878.0,308.0,73.0,434.0,2.8506493506493507,219.0,365.0,6640.200000000001
P007,Product 007,202405,405.0,76.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-05-01,2024,202405,1162.8,287.55,897.0,334.0,75.0,329.0,2.68562874251497,225.0,375.0,5033.7
P007,Product 007,202406,341.0,64.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-06-01,2024,202406,979.2,242.11,887.0,361.0,74.0,277.0,2.457063711911357,222.0,370.0,4238.1
P007,Product 007,202407,282.0,59.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-07-01,2024,202407,902.7,200.22,874.0,342.0,73.0,223.0,2.5555555555555554,219.0,365.0,3411.9
P007,Product 007,202408,219.0,63.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-08-01,2024,202408,963.9,155.49,867.0,324.0,72.0,156.0,2.675925925925926,216.0,360.0,2386.8
P007,Product 007,202409,144.0,75.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-09-01,2024,202409,1147.5,102.24,854.0,307.0,71.0,69.0,2.781758957654723,213.0,355.0,1055.7
P007,Product 007,202410,83.0,61.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-10-01,2024,202410,933.3,58.93,856.0,290.0,71.0,22.0,2.9517241379310346,213.0,355.0,336.6
P007,Product 007,202411,0.0,83.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-11-01,2024,202411,1269.9,0.0,868.0,272.0,72.0,-83.0,3.1911764705882355,216.0,360.0,-1269.9
P007,Product 007,202412,530.0,99.0,0.71,14,3,0.6,15.3,928,965,992,14198.4,14764.5,15177.6,15.3,2024-12-01,2024,202412,1514.7,376.3,876.0,306.0,73.0,431.0,2.8627450980392157,219.0,365.0,6594.3
